State,Council,What's On?,Icon,Short description,Suitable for,Day,Time,Where?,Address,Timezone,Term dates
NSW,Bayside Council,Story Time,teddy_book,"45 minutes of stories, songs and craft for pre-schoolers aged 3-5. Bookings essential https://www.eventbrite.com.au/o/bayside-library-official-2668312348",3 - 5 years,Tuesday,10:30am - 11:00am,Rockdale Library,"444/446 Princes Hwy, Rockdale NSW 2216",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time,teddy_book,"These sessions are in English and include stories, songs and activities aimed at encouraging literacy and a love of reading from an early age. Booking required on the day from 9:30am",3 - 5 years,Thursday,11:00am - 12:00pm,Bankstown Library and Knowledge Centre,"80 Rickard Road, Bankstown NSW 2200",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time,teddy_book,"These sessions are in English and include stories, songs and activities aimed at encouraging literacy and a love of reading from an early age.  No bookings required.",3 - 5 years,Thursday,11:00am - 12:00pm,Campsie Library and Knowledge Centre,"14/28 Amy Street, Campsie NSW 2194",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time,teddy_book,"These sessions are in English and include stories, songs and activities aimed at encouraging literacy and a love of reading from an early age. Booking required on the day from 9:30am",2 - 5 years,Tuesday,11:00am - 12:00pm,Chester Hill Library and Knowledge Centre,"12 Chester Hill Road, Chester Hill NSW 2162",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time,teddy_book,"These sessions are in English and include stories, songs and activities aimed at encouraging literacy and a love of reading from an early age.  No bookings required.",2 - 5 years,Wednesday,10:30am - 11:30am,Earlwood Library and Knowledge Centre,"Corner William Street &, Homer Street, Earlwood NSW 2206",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time,teddy_book,"These sessions are in English and include stories, songs and activities aimed at encouraging literacy and a love of reading from an early age.  No bookings required.",2 - 5 years,Thursday,11:00am - 12:00pm,Greenacre Library and Knowledge Centre,"Community Pl, Greenacre NSW 2190",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time,teddy_book,"These sessions are in English and include stories, songs and activities aimed at encouraging literacy and a love of reading from an early age.  No bookings required.",2 - 5 years,Wednesday,11:00am - 12:00pm,Lakemba Library and Knowledge Centre,"62 The Boulevarde, Lakemba NSW 2195",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time,teddy_book,"These sessions are in English and include stories, songs and activities aimed at encouraging literacy and a love of reading from an early age. Booking required on the day from 9:30am",2 - 5 years,Tuesdays and Thursday,11:00am - 12:00pm,Padstow Library and Knowledge Centre,"132 Cahors Road, Padstow NSW 2211",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time,teddy_book,"These sessions are in English and include stories, songs and activities aimed at encouraging literacy and a love of reading from an early age. Booking required on the day from 9:30am",2 - 5 years,Tuesdays and Thursday,11:00am - 12:00pm,Panania Library and Knowledge Centre,"Cnr Tower Street &, Anderson Ave, Panania NSW 2213",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time,teddy_book,"These sessions are in English and include stories, songs and activities aimed at encouraging literacy and a love of reading from an early age.  No bookings required.",2 - 5 years,Wednesday,10:00am - 11:00am,Riverwood Library and Knowledge Centre,"80 Kentucky Road, Riverwood NSW 2210",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time in Arabic,teddy_book,"Join in the fun and introduce your child to the joys of stories in your language. Session activities include stories, singing and craft",2 - 5 years,Second Wednesday of the month,10:30am - 11:30am,Greenacre Library and Knowledge Centre,"Community Place, Greenacre NSW 2190",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time in Chinese,teddy_book,"Join in the fun and introduce your child to the joys of stories in your language. Session activities include stories, singing and craft",2 - 5 years,Tuesday,10:15am - 11:15am,Campsie Library and Knowledge Centre,"14/28 Amy Street, Campsie NSW 2194",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Preschool Story Time in Nepali,teddy_book,"Come and enjoy Nepali stories, fun activities, and the chance to dive into Nepali culture. It’s going to be a fun and enjoyable time for everyone!",2 - 5 years,Fortinghtly on Mondays,10:00am - 10:30am,Campsie Library and Knowledge Centre,"14/28 Amy Street, Campsie NSW 2194",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Toddler Time,baby,"Sessions include stories, dancing and songs.",1.5 - 3 years,Wednesday,10:00am - 11:00am,Bankstown Library and Knowledge Centre,"80 Rickard Road, Bankstown NSW 2200",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Toddler Time,baby,"Sessions include stories, dancing and songs.",1.5 - 3 years,Wednesday,11:00am - 11:30am,Campsie Library and Knowledge Centre,"14/28 Amy Street, Campsie NSW 2194",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Toddler Time,baby,"Sessions include stories, dancing and songs.",1.5 - 3 years,Thursday,9:45am - 10:15am,Campsie Library and Knowledge Centre,"14/28 Amy Street, Campsie NSW 2194",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Toddler Time,baby,"Sessions include stories, dancing and songs.",1.5 - 3 years,Thursday,10:00am - 11:00am,Riverwood Library and Knowledge Centre,"80 Kentucky Road, Riverwood NSW 2210",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,baby,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies!",0.5 - 1.5 years,Tuesday,"10:00am - 10:30am
11:00am - 11:30am",Bankstown Library and Knowledge Centre,"80 Rickard Road, Bankstown NSW 2200",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,baby,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies!",0.5 - 1.5 years,Wednesday,9:45am - 10:15am,Campsie Library and Knowledge Centre,"14/28 Amy Street, Campsie NSW 2194",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,baby,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies! Bookings required: Bookings taken by phone from 9.30am on Mondays (​9707 9740)",0.5 - 2 years,Thursday,"10:00am - 10:30am
11:00am - 11:30am",Chester Hill Library and Knowledge Centre,"12 Chester Hill Road, Chester Hill NSW 2162",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,baby,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies!",0.5 - 2 years,Wednesday,9:30am - 10:00am,Earlwood Library and Knowledge Centre,"Corner William Street &, Homer Street, Earlwood NSW 2206",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,baby,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies! Bookings required",0.5 - 2 years,Tuesday,10:00am - 10:30am,Greenacre Library and Knowledge Centre,"Community Place, Greenacre NSW 2190",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,baby,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies! ",0.5 - 2 years,Tuesday,11:00am - 11:30am,Lakemba Library and Knowledge Centre,"62 The Boulevarde, Lakemba NSW 2195",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,baby,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies! ",0.5 - 2 years,Friday,10:00am - 10:30am,Padstow Library and Knowledge Centre,"132 Cahors Road, Padstow NSW 2211",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,baby,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies!  Bookings required on the day from 9:30am",0.5 - 2 years,Wednesday,"10:00am - 10:30am
11:00am - 11:30am",Panania Library and Knowledge Centre,"Cnr Tower Street &, Anderson Ave, Panania NSW 2213",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,baby,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies!  Bookings required on the day from 9:30am",0.5 - 2 years,Friday,10:00am - 10:30am,Panania Library and Knowledge Centre,"Cnr Tower Street &, Anderson Ave, Panania NSW 2213",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Baby Rhyme Time,baby,"Babies can have fun and develop language with songs, rhymes and stories and meet other babies! ",0 - 2 years,Tuesday,10:00am - 10:30am,Riverwood Library and Knowledge Centre,"80 Kentucky Road, Riverwood NSW 2210",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Get Ready for Big School,?,"Our exciting new sessions will bring children and parents together to develop the required language, number and motor skills to enable them to confidently adapt to the classroom environment.

'Get Ready for Big School' works in alignment with NSW Department of Education's transition to school guidelines. Grown-ups work with their child to learn and practice the skills needed to begin kindergarten and prepare them for classroom expectations. 

Bookings are required and must be made on the day of the program by calling the participating libraries from 9.30am onward.",4 - 5 years,Wednesday,11:00am - 12:00pm,Bankstown Library and Knowledge Centre,"80 Rickard Road, Bankstown NSW 2200",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Get Ready for Big School,?,"Our exciting new sessions will bring children and parents together to develop the required language, number and motor skills to enable them to confidently adapt to the classroom environment.

'Get Ready for Big School' works in alignment with NSW Department of Education's transition to school guidelines. Grown-ups work with their child to learn and practice the skills needed to begin kindergarten and prepare them for classroom expectations. 

Bookings are required and must be made on the day of the program by calling the participating libraries from 9.30am onward.",4 - 5 years,Wednesday,11:00am - 12:00pm,Chester Hill Library and Knowledge Centre,"12 Chester Hill Road, Chester Hill NSW 2162",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Get Ready for Big School,?,"Our exciting new sessions will bring children and parents together to develop the required language, number and motor skills to enable them to confidently adapt to the classroom environment.

'Get Ready for Big School' works in alignment with NSW Department of Education's transition to school guidelines. Grown-ups work with their child to learn and practice the skills needed to begin kindergarten and prepare them for classroom expectations. 

Bookings are required and must be made on the day of the program by calling the participating libraries from 9.30am onward.",4 - 5 years,Thursday,10:00am - 11:00am,Earlwood Library and Knowledge Centre,"Corner William Street &, Homer Street, Earlwood NSW 2206",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Get Ready for Big School,?,"Our exciting new sessions will bring children and parents together to develop the required language, number and motor skills to enable them to confidently adapt to the classroom environment.

'Get Ready for Big School' works in alignment with NSW Department of Education's transition to school guidelines. Grown-ups work with their child to learn and practice the skills needed to begin kindergarten and prepare them for classroom expectations. 

No bookings required.",4 - 5 years,Monday,11:00am - 12:00pm,Lakemba Library and Knowledge Centre,"62 The Boulevarde, Lakemba NSW 2195",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Get Ready for Big School,?,"Our exciting new sessions will bring children and parents together to develop the required language, number and motor skills to enable them to confidently adapt to the classroom environment.

'Get Ready for Big School' works in alignment with NSW Department of Education's transition to school guidelines. Grown-ups work with their child to learn and practice the skills needed to begin kindergarten and prepare them for classroom expectations. 

Bookings are required and must be made on the day of the program by calling the participating libraries from 9.30am onward.",4 - 5 years,Friday,11:00am - 12:00pm,Panania Library and Knowledge Centre,"Cnr Tower Street &, Anderson Ave, Panania NSW 2213",AEDT,Not available in school holidays or public holidays
NSW,Canterbury-Bankstown Council,Get Ready for Big School,?,"Our exciting new sessions will bring children and parents together to develop the required language, number and motor skills to enable them to confidently adapt to the classroom environment.

'Get Ready for Big School' works in alignment with NSW Department of Education's transition to school guidelines. Grown-ups work with their child to learn and practice the skills needed to begin kindergarten and prepare them for classroom expectations. 

No bookings required.",4 - 5 years,Monday,11:00am - 12:00pm,Riverwood Library and Knowledge Centre,"80 Kentucky Road, Riverwood NSW 2210",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Baby Bounce,music_book,This is a lap-sit program specifically designed for carers and babies up to around 12 months of age. Learn songs and rhymes in a group setting that you can use at home with bub to help develop early literacy skills.,0 - 1 years,Tuesday,10:00am - 10:30am,Forestville Library,"6 Darley St, Forestville NSW 2087",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Baby Bounce,music_book,This is a lap-sit program specifically designed for carers and babies up to around 12 months of age. Learn songs and rhymes in a group setting that you can use at home with bub to help develop early literacy skills.,0 - 1 years,Tuesday,10:00am - 10:30am,Warringah Mall Library,"Shop 650/145 Old Pittwater Rd, Brookvale NSW 2100",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Baby Bounce,music_book,"This is a lap-sit program specifically designed for carers and babies up to around 12 months of age. Learn songs and rhymes in a group setting that you can use at home with bub to help develop early literacy skills. When attending a session at Manly Library, remember to collect a free ticket from the front counter to secure your spot. ",0 - 1 years,Wednesday,"10:00am - 10:30am
10:30am - 11:00am",Manly Library,"1 Market Ln, Manly NSW 2095",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Baby Bounce,music_book,This is a lap-sit program specifically designed for carers and babies up to around 12 months of age. Learn songs and rhymes in a group setting that you can use at home with bub to help develop early literacy skills.,0 - 1 years,Wednesday,10:00am - 10:30am,Mona Vale Library,"1 Park St, Mona Vale NSW 2103",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Baby Bounce,music_book,This is a lap-sit program specifically designed for carers and babies up to around 12 months of age. Learn songs and rhymes in a group setting that you can use at home with bub to help develop early literacy skills.,0 - 1 years,Thursday,10:00am - 10:30am,Dee Why Library,"725 Pittwater Rd, Dee Why NSW 2099",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Baby Bounce,music_book,This is a lap-sit program specifically designed for carers and babies up to around 12 months of age. Learn songs and rhymes in a group setting that you can use at home with bub to help develop early literacy skills.,0 - 1 years,Thursday,10:00am - 10:30am,Glen Street Library,"Cnr Glen Street and, Blackbutts Rd, Frenchs Forest NSW 2085",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,baby,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions. When attending a session at Manly Library, remember to collect a free ticket from the front counter to secure your spot. ",1 - 2 years,Monday,"10:00am - 10:30am
10:30am - 11:00am",Manly Library,"1 Market Ln, Manly NSW 2095",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,baby,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Tuesday,10:00am - 10:30am,Glen Street Library,"Cnr Glen Street and, Blackbutts Rd, Frenchs Forest NSW 2085",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,baby,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Wednesday,10:00am - 10:30am,Forestville Library,"6 Darley St, Forestville NSW 2087",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,baby,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Wednesday,10:00am - 10:30am,Warringah Mall Library,"Shop 650/145 Old Pittwater Rd, Brookvale NSW 2100",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,baby,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Thursday,10:00am - 10:30am,Mona Vale Library,"1 Park St, Mona Vale NSW 2103",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,baby,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Thursday,10:00am - 10:30am,Warringah Mall Library,"Shop 650/145 Old Pittwater Rd, Brookvale NSW 2100",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,baby,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Friday,10:00am - 10:30am,Dee Why Library,"725 Pittwater Rd, Dee Why NSW 2099",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,baby,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Friday,10:00am - 10:30am,Glen Street Library,"Cnr Glen Street and, Blackbutts Rd, Frenchs Forest NSW 2085",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,baby,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions.",1 - 2 years,Friday,10:00am - 10:30am,Mona Vale Library,"1 Park St, Mona Vale NSW 2103",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Rhyme Time,baby,"Support your child to develop auditory skills, acquire language and support speech development with our Rhyme Time sessions. When attending a session at Manly Library, remember to collect a free ticket from the front counter to secure your spot. ",1 - 2 years,Friday,"10:00am - 10:30am
10:30am - 11:00am",Manly Library,"1 Market Ln, Manly NSW 2095",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Story Time,teddy_book,"This is an interactive program for carers and children aged 3 years to school age. Enjoy stories, songs and rhymes to help develop early literacy skills.",3 - 5 years,Monday,10:00am - 10:30am,Dee Why Library,"725 Pittwater Rd, Dee Why NSW 2099",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Story Time,teddy_book,"This is an interactive program for carers and children aged 3 years to school age. Enjoy stories, songs and rhymes to help develop early literacy skills.",3 - 5 years,Tuesday,10:00am - 10:30am,Dee Why Library,"725 Pittwater Rd, Dee Why NSW 2099",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Story Time,teddy_book,"This is an interactive program for carers and children aged 3 years to school age. Enjoy stories, songs and rhymes to help develop early literacy skills. When attending a session at Manly Library, remember to collect a free ticket from the front counter to secure your spot. ",3 - 5 years,Tuesday,10:00am - 10:30am,Manly Library,"1 Market Ln, Manly NSW 2095",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Story Time,teddy_book,"This is an interactive program for carers and children aged 3 years to school age. Enjoy stories, songs and rhymes to help develop early literacy skills.",3 - 5 years,Tuesday,10:00am - 10:30am,Mona Vale Library,"1 Park St, Mona Vale NSW 2103",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Story Time,teddy_book,"This is an interactive program for carers and children aged 3 years to school age. Enjoy stories, songs and rhymes to help develop early literacy skills.",3 - 5 years,Wednesday,10:00am - 10:30am,Dee Why Library,"725 Pittwater Rd, Dee Why NSW 2099",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Story Time,teddy_book,"This is an interactive program for carers and children aged 3 years to school age. Enjoy stories, songs and rhymes to help develop early literacy skills.",3 - 5 years,Wednesday,10:00am - 10:30am,Glen Street Library,"Cnr Glen Street and, Blackbutts Rd, Frenchs Forest NSW 2085",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Story Time,teddy_book,"This is an interactive program for carers and children aged 3 years to school age. Enjoy stories, songs and rhymes to help develop early literacy skills.",3 - 5 years,Thursday,10:00am - 10:30am,Forestville Library,"6 Darley St, Forestville NSW 2087",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Story Time,teddy_book,"This is an interactive program for carers and children aged 3 years to school age. Enjoy stories, songs and rhymes to help develop early literacy skills. When attending a session at Manly Library, remember to collect a free ticket from the front counter to secure your spot. ",3 - 5 years,Thursday,10:00am - 10:30am,Manly Library,"1 Market Ln, Manly NSW 2095",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Story Time,teddy_book,"This is an interactive program for carers and children aged 3 years to school age. Enjoy stories, songs and rhymes to help develop early literacy skills.",3 - 5 years,Thursday,10:30am - 11:00am,Avalon Community Library,"59A Old Barrenjoey Rd, Avalon Beach NSW 2107",AEDT,Not available in school holidays or public holidays
NSW,Northern Beaches Council,Tibetan Story Time,teddy_book,"Enjoy stories, songs, rhymes, and games to support Tibetan language and literacy for children aged 0 - 5 years.",0 - 5 years,Fortnightly on Thursdays,11:00am - 11:30am,Dee Why Library,"725 Pittwater Rd, Dee Why NSW 2099",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Rhyme Time,baby,"Rhymetime is a fun, free and interactive session that helps to promote your child’s early language skills and literacy through simple stories, singing rhymes and finger puppet play.",0 - 2 years,Tuesday,"11:00am - 11:30am
2:00pm - 2:30pm",Sutherland Library,"30/36 Belmont St, Sutherland NSW 2232",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Rhyme Time,baby,"Rhymetime is a fun, free and interactive session that helps to promote your child’s early language skills and literacy through simple stories, singing rhymes and finger puppet play.",0 - 2 years,Wednesday,"11:00am - 11:30am
2:00pm - 2:30pm",Cronulla Library,"Cronulla Central, 38-60 Croydon St, Cronulla NSW 2230",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Rhyme Time,baby,"Rhymetime is a fun, free and interactive session that helps to promote your child’s early language skills and literacy through simple stories, singing rhymes and finger puppet play.",0 - 2 years,Thursday,11:00am - 11:30am,Caringbah Library,"376/376-378 Port Hacking Rd, Caringbah NSW 2229",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Rhyme Time,baby,"Rhymetime is a fun, free and interactive session that helps to promote your child’s early language skills and literacy through simple stories, singing rhymes and finger puppet play.",0 - 2 years,Tuesday,11:00am - 11:30am,Miranda Library,"31 Wandella Rd, Miranda NSW 2228",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Rhyme Time,baby,"Rhymetime is a fun, free and interactive session that helps to promote your child’s early language skills and literacy through simple stories, singing rhymes and finger puppet play.",0 - 2 years,Friday,11:00am - 11:30am,Miranda Library,"31 Wandella Rd, Miranda NSW 2228",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Rhyme Time,baby,"Rhymetime is a fun, free and interactive session that helps to promote your child’s early language skills and literacy through simple stories, singing rhymes and finger puppet play.",0 - 2 years,Friday,11:00am - 11:30am,Menai Library,"Allison Cres, Menai NSW 2234",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Rhyme Time,baby,"Rhymetime is a fun, free and interactive session that helps to promote your child’s early language skills and literacy through simple stories, singing rhymes and finger puppet play.",0 - 2 years,Wednesday,2:00pm - 2:30pm,Engadine Library,"116E Caldarra Ave, Engadine NSW 2233",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Rhyme Time,baby,"Rhymetime is a fun, free and interactive session that helps to promote your child’s early language skills and literacy through simple stories, singing rhymes and finger puppet play.",0 - 2 years,Tuesday,11:00am - 11:30am,Sylvania Library,"Southgate Shopping Centre, Port Hacking Rd, Sylvania NSW 2224",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Together Time,music_book,"Together Time is a fun and engaging program designed to inspire curiosity and develop early literacy skills. Parents and carers are encouraged to interact with their child during the program by singing action songs and rhymes together, and joining others for a shared-book activity.",1.5 - 3 years,Friday,11:00am - 11:30am,Sutherland Library,"30/36 Belmont St, Sutherland NSW 2232",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Together Time,music_book,"Together Time is a fun and engaging program designed to inspire curiosity and develop early literacy skills. Parents and carers are encouraged to interact with their child during the program by singing action songs and rhymes together, and joining others for a shared-book activity.",1.5 - 3 years,Thursday,11:00am - 11:30am,Cronulla Library,"Cronulla Central, 38-60 Croydon St, Cronulla NSW 2230",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Together Time,music_book,"Together Time is a fun and engaging program designed to inspire curiosity and develop early literacy skills. Parents and carers are encouraged to interact with their child during the program by singing action songs and rhymes together, and joining others for a shared-book activity.",1.5 - 3 years,Wednesday,11:00am - 11:30am,Caringbah Library,"376/376-378 Port Hacking Rd, Caringbah NSW 2229",AEDT,Not available in school holidays or public holidays
