State,Council,What's On?,Icon,Short description,Suitable for,Day,Time,Where?,Address,Timezone,Term dates
NSW,Sutherland Shire Council,Together Time,music_book,"Together Time is a fun and engaging program designed to inspire curiosity and develop early literacy skills. Parents and carers are encouraged to interact with their child during the program by singing action songs and rhymes together, and joining others for a shared-book activity.",1.5 - 3 years,Thursday,11:00am - 11:30am,Menai Library,"Allison Cres, Menai NSW 2234",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Together Time,music_book,"Together Time is a fun and engaging program designed to inspire curiosity and develop early literacy skills. Parents and carers are encouraged to interact with their child during the program by singing action songs and rhymes together, and joining others for a shared-book activity.",1.5 - 3 years,Wednesday,11:00am - 11:30am,Engadine Library,"116E Caldarra Ave, Engadine NSW 2233",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Story Time,teddy_book,"Storytime is a fun way to learn new skills and discover new concepts through books and play. Each entertaining session will promote your child’s early literacy development through stories, songs and rhymes, a film to watch, and a take-home craft activity.",3 - 5 years,Wednesday,10:30am - 11:00am,Sutherland Library,"30/36 Belmont St, Sutherland NSW 2232",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Story Time,teddy_book,"Storytime is a fun way to learn new skills and discover new concepts through books and play. Each entertaining session will promote your child’s early literacy development through stories, songs and rhymes, a film to watch, and a take-home craft activity.",3 - 5 years,Friday,10:30am - 11:00am,Cronulla Library,"Cronulla Central, 38-60 Croydon St, Cronulla NSW 2230",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Story Time,teddy_book,"Storytime is a fun way to learn new skills and discover new concepts through books and play. Each entertaining session will promote your child’s early literacy development through stories, songs and rhymes, a film to watch, and a take-home craft activity.",3 - 5 years,Tuesday,10:30am - 11:00am,Caringbah Library,"376/376-378 Port Hacking Rd, Caringbah NSW 2229",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Story Time,teddy_book,"Storytime is a fun way to learn new skills and discover new concepts through books and play. Each entertaining session will promote your child’s early literacy development through stories, songs and rhymes, a film to watch, and a take-home craft activity.",3 - 5 years,Monday,10:30am - 11:00am,Miranda Library,"31 Wandella Rd, Miranda NSW 2228",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Story Time,teddy_book,"Storytime is a fun way to learn new skills and discover new concepts through books and play. Each entertaining session will promote your child’s early literacy development through stories, songs and rhymes, a film to watch, and a take-home craft activity.",3 - 5 years,Wednesday,10:30am - 11:00am,Menai Library,"Allison Cres, Menai NSW 2234",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Story Time,teddy_book,"Storytime is a fun way to learn new skills and discover new concepts through books and play. Each entertaining session will promote your child’s early literacy development through stories, songs and rhymes, a film to watch, and a take-home craft activity.",3 - 5 years,Friday,10:30am - 11:00am,Engadine Library,"116E Caldarra Ave, Engadine NSW 2233",AEDT,Not available in school holidays or public holidays
NSW,Sutherland Shire Council,Story Time,teddy_book,"Storytime is a fun way to learn new skills and discover new concepts through books and play. Each entertaining session will promote your child’s early literacy development through stories, songs and rhymes, a film to watch, and a take-home craft activity.",3 - 5 years,Wednesday,10:30am - 11:00am,Sylvania Library,"Southgate Shopping Centre, Port Hacking Rd, Sylvania NSW 2224",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Rhyme Time,baby,"Join us at Rhyme Time for simple stories, songs, and rhymes for babies, toddlers, and their carers.",0 - 1.5 years,Monday,10:00am - 10:30am,Hurstville Library,"Corner Dora Street and, Queens Rd, Hurstville NSW 2220",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Rhyme Time,baby,"Join us at Rhyme Time for simple stories, songs, and rhymes for babies, toddlers, and their carers.",0 - 1.5 years,Tuesday,10:30am - 11:00am,Penshurst Library,"630 Forest Rd, Penshurst NSW 2222",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Rhyme Time,baby,"Join us at Rhyme Time for simple stories, songs, and rhymes for babies, toddlers, and their carers.",0 - 1.5 years,Thursday,10:00am - 10:30am,Clive James Kogarah Library and Service Centre,"Kogarah Town Square, Belgrave St, Kogarah NSW 2217",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Rhyme Time,baby,"Join us at Rhyme Time for simple stories, songs, and rhymes for babies, toddlers, and their carers.",0 - 1.5 years,Friday,10:30am - 11:00am,Oatley Library,"26 Letitia St, Oatley NSW 2223",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Rhyme Time,baby,"Join us at Rhyme Time for simple stories, songs, and rhymes for babies, toddlers, and their carers.",0 - 3 years,Wednesday,10:30am - 11:00am,South Hurstville Library,"Corner of Short and, Allen St, South Hurstville NSW 2221",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Rhyme Time,baby,"Join us at Rhyme Time for simple stories, songs, and rhymes for babies, toddlers, and their carers.",1.5 - 3 years,Monday,11:00am - 11:30am,Hurstville Library,"Corner Dora Street and, Queens Rd, Hurstville NSW 2220",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Rhyme Time,baby,"Join us at Rhyme Time for simple stories, songs, and rhymes for babies, toddlers, and their carers.",1.5 - 3 years,Tuesday,11:30am - 12:00pm,Penshurst Library,"630 Forest Rd, Penshurst NSW 2222",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Rhyme Time,baby,"Join us at Rhyme Time for simple stories, songs, and rhymes for babies, toddlers, and their carers.",1.5 - 3 years,Thursday,11:00am - 11:30am,Clive James Kogarah Library and Service Centre,"Kogarah Town Square, Belgrave St, Kogarah NSW 2217",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Rhyme Time,baby,"Join us at Rhyme Time for simple stories, songs, and rhymes for babies, toddlers, and their carers.",1.5 - 3 years,Friday,11:30am - 12:00pm,Oatley Library,"26 Letitia St, Oatley NSW 2223",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Mandarin Rhyme Time,baby,"Join us for Mandarin Rhyme Time with simple stories, songs and rhymes in Mandarin and English for babies, toddlers, and their carers.",0 - 3 years,Second and fourth Wednesday of the month,10:30am - 11:00am,Hurstville Library,"Corner Dora Street and, Queens Rd, Hurstville NSW 2220",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Cantonese Rhyme Time,baby,"Join us for Cantonese Rhyme Time with simple stories, songs and rhymes in Cantonese and English for babies, toddlers, and their carers.",0 - 3 years,Third Wednesday of the month,10:30am - 11:00am,Hurstville Library,"Corner Dora Street and, Queens Rd, Hurstville NSW 2220",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Story Time,teddy_book,"Join us for Story Time! Listen to stories, sing songs, and do fun craft activities.",3 - 5 years,Tuesday,10:30am - 11:15am,Oatley Library,"26 Letitia St, Oatley NSW 2223",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Story Time,teddy_book,"Join us for Story Time! Listen to stories, sing songs, and do fun craft activities.",3 - 5 years,Wednesday,10:30am - 11:15am,Penshurst Library,"630 Forest Rd, Penshurst NSW 2222",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Story Time,teddy_book,"Join us for Story Time! Listen to stories, sing songs, and do fun craft activities.",3 - 5 years,Thursday,10:30am - 11:15am,South Hurstville Library,"Corner of Short and, Allen St, South Hurstville NSW 2221",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Story Time,teddy_book,"Join us for Story Time! Listen to stories, sing songs, and do fun craft activities.",3 - 5 years,Friday,10:30am - 11:15am,Clive James Kogarah Library and Service Centre,"Kogarah Town Square, Belgrave St, Kogarah NSW 2217",AEDT,Not available in school holidays or public holidays
NSW,Georges River Council,Music Together in the Library,music_book,"Music Together® is an early childhood music and movement program which supports children’s language, cognitive, emotional, social and physical development, and disposition to learn. Their family music classes show parents, teachers, and caregivers how to help their children become confident music-makers just by having fun making music themselves. Bookings essential to avoid disappointment.",0 - 5 years,Wednesday,4:00pm - 4:45pm,,,AEDT,Not available in school holidays or public holidays
NSW,Willoughby City Council,Baby Time,baby,"Fun stories, action songs and rhymes for your baby. Bookings essential and opened one week in advance.",0 - 1.2 years,Tuesday,10:00am - 10:45am,Chatswood Library,"Chatswood Concourse, 409 Victoria Ave, Chatswood NSW 2067",AEDT,Not available in school holidays or public holidays
NSW,Willoughby City Council,Baby Time,baby,"Fun stories, action songs and rhymes for your baby. Bookings essential and opened one week in advance.",0 - 1.2 years,Wednesday,11:00am - 11:45am,Chatswood Library,"Chatswood Concourse, 409 Victoria Ave, Chatswood NSW 2067",AEDT,Not available in school holidays or public holidays
NSW,Willoughby City Council,Toddler Time,baby,"Fun stories, action songs and rhymes for busy toddlers. Bookings essential and opened one week in advance.",1.2 - 36 years,Wednesday,10:00am - 10:30am,Chatswood Library,"Chatswood Concourse, 409 Victoria Ave, Chatswood NSW 2067",AEDT,Not available in school holidays or public holidays
NSW,Willoughby City Council,Toddler Time,baby,"Fun stories, action songs and rhymes for busy toddlers. Bookings essential and opened one week in advance.",1.2 - 3 years,Thursday,10:00am - 10:30am,Chatswood Library,"Chatswood Concourse, 409 Victoria Ave, Chatswood NSW 2067",AEDT,Not available in school holidays or public holidays
NSW,Willoughby City Council,Preschool Story Time,teddy_book,"Join in action rhymes, games and stories. For ages 3 to 6 and their parent or carer. Bookings are essential and open one week in advance.",3 - 6 years,Tuesday,11:00am - 11:30am,Chatswood Library,"Chatswood Concourse, 409 Victoria Ave, Chatswood NSW 2067",AEDT,Not available in school holidays or public holidays
NSW,Willoughby City Council,Preschool Story Time,teddy_book,"Join in action rhymes, games and stories. For ages 3 to 6 and their parent or carer. Bookings are essential and open one week in advance.",3 - 6 years,Thursday,11:00am - 11:30am,Chatswood Library,"Chatswood Concourse, 409 Victoria Ave, Chatswood NSW 2067",AEDT,Not available in school holidays or public holidays
NSW,Willoughby City Council,Story Play,music_book,"Play, sing and hear stories at fun, free weekly sessions for babies, toddlers and preschoolers aged 0-4 years and their carers.",0 - 4 years,Thursday,10:00am - 10:30am,West Chatswood Library,"565 Mowbray Rd W, Lane Cove North NSW 2066",AEDT,Not available in school holidays or public holidays
NSW,Willoughby City Council,Story Play,music_book,"Play, sing and hear stories at fun, free weekly sessions for babies, toddlers and preschoolers aged 0-4 years and their carers.",0 - 4 years,Monday,10:00am - 10:30am,Artarmon Library,"139 Artarmon Rd, Artarmon NSW 2064",AEDT,Not available in school holidays or public holidays
NSW,Willoughby City Council,Story Play,music_book,"Play, sing and hear stories at fun, free weekly sessions for babies, toddlers and preschoolers aged 0-4 years and their carers.",0 - 4 years,Tuesday,10:00am - 10:30am,Northbridge Library,"258 Sailors Bay Rd, Northbridge NSW 2063",AEDT,Not available in school holidays or public holidays
NSW,Willoughby City Council,Japanese Story Time,teddy_book,"Enjoy songs, rhymes and stories in Japanese. Bookings essential.",2 - 4 years,First Monday of the month,10:45am - 11:15am,Chatswood Library,"Chatswood Concourse, 409 Victoria Ave, Chatswood NSW 2067",AEDT,Not available in school holidays or public holidays
NSW,Willoughby City Council,Mandarin Story Time,teddy_book,"Enjoy songs, rhymes and stories in Mandarin. Bookings essential.",3 - 6 years,First Monday of the month,10:00am - 10:30am,Chatswood Library,"Chatswood Concourse, 409 Victoria Ave, Chatswood NSW 2067",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock-a-Bye,baby,"Join us for storytime for books, songs, games and fun.",0 - 1 year,Tuesday,11:00am - 11:30am,Lindfield Library,"265 Pacific Hwy, Lindfield NSW 2070",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock-a-Bye,baby,"Join us for storytime for books, songs, games and fun.",0 - 1 year,Tuesday,10:00am - 10:30am,Gordon Library,"799 Pacific Hwy, Gordon NSW 2072",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock-a-Bye,baby,"Join us for storytime for books, songs, games and fun.",0 - 1 year,Wednesday,10:00am - 10:30am,Gordon Library,"799 Pacific Hwy, Gordon NSW 2072",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock-a-Bye,baby,"Join us for storytime for books, songs, games and fun.",0 - 1 year,Friday,11:15am - 11:45am,St Ives Library,"166 Mona Vale Rd, St. Ives NSW 2075",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock-a-Bye,baby,"Join us for storytime for books, songs, games and fun.",0 - 1 year,Thursday,11:00am - 11:30am,Turramurra Library,"5 Ray St, Turramurra NSW 2074",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,music_book,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Tuesday,10:00am - 10:30am,Lindfield Library,"265 Pacific Hwy, Lindfield NSW 2070",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,music_book,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Thursday,10:00am - 10:30am,Lindfield Library,"265 Pacific Hwy, Lindfield NSW 2070",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,music_book,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Wednesday,10:00am - 10:30am,Gordon Library,"799 Pacific Hwy, Gordon NSW 2072",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,music_book,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Friday,10:00am - 10:30am,Gordon Library,"799 Pacific Hwy, Gordon NSW 2072",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,music_book,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Wednesday,9:45am - 10:15am,St Ives Library,"166 Mona Vale Rd, St. Ives NSW 2075",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,music_book,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Friday,10:30am - 11:00am,St Ives Library,"166 Mona Vale Rd, St. Ives NSW 2075",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,music_book,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Wednesday,10:00am - 10:30am,Turramurra Library,"5 Ray St, Turramurra NSW 2074",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Rhyme,music_book,"Join us for storytime for books, songs, games and fun.",1 - 3 years,Thursday,10:00am - 10:30am,Turramurra Library,"5 Ray St, Turramurra NSW 2074",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Tales,music_book,"Join us for storytime for books, songs, games and fun.",3 - 5 years,Tuesday,11:00am - 11:30am,Gordon Library,"799 Pacific Hwy, Gordon NSW 2072",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Tales,music_book,"Join us for storytime for books, songs, games and fun.",3 - 5 years,Thursday,11:00am - 11:30am,Gordon Library,"799 Pacific Hwy, Gordon NSW 2072",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Tales,music_book,"Join us for storytime for books, songs, games and fun.",3 - 5 years,Wednesday,10:30am - 11:00am,St Ives Library,"166 Mona Vale Rd, St. Ives NSW 2075",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Tales,music_book,"Join us for storytime for books, songs, games and fun.",3 - 5 years,Wednesday,11:00am - 11:30am,Turramurra Library,"5 Ray St, Turramurra NSW 2074",AEDT,Not available in school holidays or public holidays
NSW,Ku-ring-gai Council,Rock n Tales,music_book,"Join us for storytime for books, songs, games and fun.",3 - 5 years,Thursday,11:00am - 11:30am,Lindfield Library,"265 Pacific Hwy, Lindfield NSW 2070",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Bibs and Books,baby,Storytime with songs and rhymes for babies and toddlers.,0 - 2 years,Wednesday,10:30am - 11:00am,Carlingford Library,"10-14 Charles Street, Carlingford NSW 2118",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Story Time,teddy_book,Fun-filled storytime with age-appropriate books.,2 - 5 years,Friday,10:30am - 11:00am,Carlingford Library,"10-14 Charles Street, Carlingford NSW 2118",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Bilingual Story Time (English & Mandarin),teddy_book,Bilingual storytime session with stories in both English and Mandarin.,2 - 5 years,First Friday of the month,10:30am - 11:00am,Carlingford Library,"10-14 Charles Street, Carlingford NSW 2118",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Story Time,teddy_book,Storytime with books and rhymes for young children.,0 - 5 years,Tuesday,11:00am - 11:30am,Constitution Hill Library,"73 Wigram Street, Constitution Hill NSW 2145",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Story Time,teddy_book,Storytime with books and rhymes for young children.,0 - 5 years,Wednesday,11:00am - 11:30am,Constitution Hill Library,"73 Wigram Street, Constitution Hill NSW 2145",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Story Time,teddy_book,Storytime with books and rhymes for young children.,0 - 5 years,Tuesday,10:30am - 11:00am,Dundas Library,"9-11 Sturt Street, Dundas NSW 2117",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Bibs and Books,baby,Interactive session for babies with songs and stories.,0 - 5 years,Thursday,10:30am - 11:00am,Dundas Library,"9-11 Sturt Street, Dundas NSW 2117",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Story Time,teddy_book,"Storytime for children, with engaging activities.",3 - 5 years,Tuesday & Friday,10:30am - 11:00am,Epping Library,"1 Oxford Street, Epping NSW 2121",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Bibs and Books,baby,Early literacy session for babies and toddlers.,0 - 2 years,Wednesday,10:30am - 11:00am,Epping Library,"1 Oxford Street, Epping NSW 2121",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Bilingual Story Time (English & Mandarin),teddy_book,Bilingual storytime in English and Mandarin for young children.,3 - 5 years,Last Friday of the month,10:30am - 11:00am,Epping Library,"1 Oxford Street, Epping NSW 2121",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Story Time,teddy_book,Engaging stories for children of all ages.,0 - 5 years,Wednesday,10:30am - 11:00am,Ermington Library,"5 River Road, Ermington NSW 2115",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Story Time,teddy_book,Fun and interactive storytime session for young children.,0 - 5 years,Friday,10:00am - 10:30am,Ermington Library,"5 River Road, Ermington NSW 2115",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Story Time (Auslan Interpreted),teddy_book,Auslan-interpreted storytime session for deaf and hearing children.,0 - 5 years,Final Monday of the month,1:30pm - 2:00pm,Parramatta Library,"1-3 Fitzwilliam Street, Parramatta NSW 2150",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Pyjama Story Time,?,Evening storytime session for families in their pyjamas.,0 - 8 years,First Monday of the month,6:30pm - 7:00pm,Parramatta Library,"1-3 Fitzwilliam Street, Parramatta NSW 2150",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Family Story Time,teddy_book,Fun family storytime for all ages.,3 - 5 years,Monday,10:30am - 11:00am,Parramatta Library,"1-3 Fitzwilliam Street, Parramatta NSW 2150",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Toddler Time,baby,Storytime with songs and activities for toddlers.,1.5 - 3 years,Tuesday,10:30am - 11:00am,Parramatta Library,"1-3 Fitzwilliam Street, Parramatta NSW 2150",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Bibs and Books,baby,Early literacy session for babies and toddlers.,0 - 2 years,Wednesday,10:30am - 11:00am,Parramatta Library,"1-3 Fitzwilliam Street, Parramatta NSW 2150",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Bibs and Books,baby,Early literacy session for babies and toddlers.,0 - 2 years,Thursday,2:00pm - 2:30pm,Parramatta Library,"1-3 Fitzwilliam Street, Parramatta NSW 2150",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Story Time,teddy_book,Interactive storytime for preschoolers.,3 - 5 years,Friday,10:30am - 11:00am,Parramatta Library,"1-3 Fitzwilliam Street, Parramatta NSW 2150",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Family Story Time,teddy_book,Fun family storytime for all ages.,0 - 8 years,Saturday & Sunday,10:30am - 11:00am,Parramatta Library,"1-3 Fitzwilliam Street, Parramatta NSW 2150",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Bibs and Books,baby,Storytime for babies and toddlers with songs and rhymes.,0 - 2 years,Tuesday,10:30am - 11:00am,Wentworth Point Community Centre & Library,"1 Burroway Road, Wentworth Point NSW 2127",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,Bibs and Books,baby,Storytime for babies and toddlers with songs and rhymes.,0 - 2 years,Wednesday,10:30am - 11:00am,Wentworth Point Community Centre & Library,"1 Burroway Road, Wentworth Point NSW 2127",AEDT,Not available in school holidays or public holidays
NSW,Parramatta City Council,"Sing, Read and Grow - Toddler Time",baby,"Interactive storytime with songs, rhymes, and stories for toddlers.",2 - 5 years,Thursday,10:30am - 11:00am,Wentworth Point Community Centre & Library,"1 Burroway Road, Wentworth Point NSW 2127",AEDT,Not available in school holidays or public holidays
NSW,Hornsby Shire Council,Bubs & Books,music_book,"Introduces babies and toddlers to books, songs, rhymes, and fingerplays.",0 - 1.5 years,Tuesday,11:00am - 11:30am,Hornsby Library,"28-44 George Street, Hornsby NSW 2077",AEDT,Not available in school holidays or public holidays
NSW,Hornsby Shire Council,Bubs & Books,music_book,"Introduces babies and toddlers to books, songs, rhymes, and fingerplays.",0 - 1.5 years,Thursday,11:00am - 11:30am,Hornsby Library,"28-44 George Street, Hornsby NSW 2077",AEDT,Not available in school holidays or public holidays
NSW,Hornsby Shire Council,Bubs & Books,music_book,"Introduces babies and toddlers to books, songs, rhymes, and fingerplays.",0 - 1.5 years,Wednesday,11:00am - 11:30am,Pennant Hills Library,"2-6 Trafalgar Avenue, Pennant Hills NSW 2120",AEDT,Not available in school holidays or public holidays
NSW,Hornsby Shire Council,Toddler Tales,music_book,"Introduces toddlers to a wide range of books, songs, and the opportunity to socialise.",1.5 - 3 years,Monday,10:00am - 10:30am,Hornsby Library,"28-44 George Street, Hornsby NSW 2077",AEDT,Not available in school holidays or public holidays
NSW,Hornsby Shire Council,Storytime for Preschoolers,teddy_book,"Introduces preschoolers to a variety of books and stories, promoting socialising and development.",3 - 5 years,Tuesday,10:00am - 10:30am,Hornsby Library,"28-44 George Street, Hornsby NSW 2077",AEDT,Not available in school holidays or public holidays
NSW,Hornsby Shire Council,Storytime for Preschoolers,teddy_book,"Introduces preschoolers to a variety of books and stories, promoting socialising and development.",3 - 5 years,Thursday,10:00am - 10:30am,Hornsby Library,"28-44 George Street, Hornsby NSW 2077",AEDT,Not available in school holidays or public holidays
NSW,Hornsby Shire Council,Storytime for Preschoolers,teddy_book,"Introduces preschoolers to a variety of books and stories, promoting socialising and development.",3 - 5 years,Wednesday,10:00am - 10:30am,Pennant Hills Library,"2-6 Trafalgar Avenue, Pennant Hills NSW 2120",AEDT,Not available in school holidays or public holidays
NSW,Hornsby Shire Council,Storytime for Preschoolers,teddy_book,"Introduces preschoolers to a variety of books and stories, promoting socialising and development.",3 - 5 years,Friday,10:00am - 10:30am,Pennant Hills Library,"2-6 Trafalgar Avenue, Pennant Hills NSW 2120",AEDT,Not available in school holidays or public holidays
NSW,Hornsby Shire Council,Storytime for Preschoolers,teddy_book,"Introduces preschoolers to a variety of books and stories, promoting socialising and development.",3 - 5 years,Friday,10:30am - 11:00am,Berowra Library,"5-6 Turner Road, Berowra NSW 2081",AEDT,Not available in school holidays or public holidays
NSW,Ryde City Council,Rhymetime,music_book,"Introduce your baby to popular rhymes, songs, and fingerplays.",0 - 3 years,Tuesday,10:30am - 11:00am,Ryde Library,"1 Pope Street, Ryde NSW 2112",AEDT,Not available in school holidays or public holidays
NSW,Ryde City Council,Rhymetime,music_book,"Introduce your baby to popular rhymes, songs, and fingerplays.",0 - 3 years,Wednesday,10:30am - 11:00am,Ryde Library,"1 Pope Street, Ryde NSW 2112",AEDT,Not available in school holidays or public holidays
NSW,Ryde City Council,Rhymetime,music_book,"Introduce your baby to popular rhymes, songs, and fingerplays.",0 - 3 years,Wednesday,10:30am - 11:00am,West Ryde Library,"2 Graf Avenue, West Ryde NSW 2114",AEDT,Not available in school holidays or public holidays
NSW,Ryde City Council,Rhymetime,music_book,"Introduce your baby to popular rhymes, songs, and fingerplays.",0 - 3 years,Friday,10:30am - 11:00am,West Ryde Library,"2 Graf Avenue, West Ryde NSW 2114",AEDT,Not available in school holidays or public holidays
NSW,Ryde City Council,Bilingual Rhymetime (alternating between Mandarin and Korean) ,music_book,"Introduce your baby to popular rhymes, songs, and fingerplays.",0 - 3 years,Last Friday of the month,10:30am - 11:00am,West Ryde Library,"2 Graf Avenue, West Ryde NSW 2114",AEDT,Not available in school holidays or public holidays
NSW,Ryde City Council,Rhymetime,music_book,"Introduce your baby to popular rhymes, songs, and fingerplays.",0 - 3 years,Wednesday,10:30am - 11:00am,Eastwood Library,"Cnr Hillview Road & West Parade, Eastwood NSW 2122",AEDT,Not available in school holidays or public holidays
NSW,Ryde City Council,Rhymetime,music_book,"Introduce your baby to popular rhymes, songs, and fingerplays.",0 - 3 years,Friday,10:30am - 11:00am,Eastwood Library,"Cnr Hillview Road & West Parade, Eastwood NSW 2122",AEDT,Not available in school holidays or public holidays
NSW,Ryde City Council,Rhymetime,music_book,"Introduce your baby to popular rhymes, songs, and fingerplays.",0 - 3 years,Monday ,2:00pm - 2:30pm,North Ryde Library,"201 Coxs Road, North Ryde NSW 2113",AEDT,Not available in school holidays or public holidays
NSW,Ryde City Council,Rhymetime,music_book,"Introduce your baby to popular rhymes, songs, and fingerplays.",0 - 3 years,Tuesday ,10:30am - 11:00am,North Ryde Library,"201 Coxs Road, North Ryde NSW 2113",AEDT,Not available in school holidays or public holidays
NSW,Ryde City Council,Rhymetime,music_book,"Introduce your baby to popular rhymes, songs, and fingerplays.",0 - 3 years,Friday,9:30am - 10:00am,Gladesville Library,"6 Pittwater Road, Gladesville NSW 2111",AEDT,Not available in school holidays or public holidays
NSW,Ryde City Council,Rhymetime,music_book,"Introduce your baby to popular rhymes, songs, and fingerplays.",0 - 5 years,Friday,10:15am - 10:45am,Gladesville Library,"6 Pittwater Road, Gladesville NSW 2111",AEDT,Not available in school holidays or public holidays